MSOA21CD,MSOA21NM,low_rating_pct,restaurant_count,Gi_z,Gi_p,Gi_class
E02000388,Hammersmith and Fulham 017,4.9,102,-0.7328200169550774,0.006,Cold Spot
E02000389,Hammersmith and Fulham 018,5.0,40,-0.5461943151158972,0.064,Not Significant
E02000390,Hammersmith and Fulham 019,0.0,18,-0.5471782819094252,0.112,Not Significant
E02000391,Hammersmith and Fulham 020,1.61,62,-0.7328200169550774,0.016,Cold Spot
E02000392,Hammersmith and Fulham 021,3.19,94,-0.596157962298384,0.05,Not Significant
E02000393,Hammersmith and Fulham 022,6.25,16,-0.5765515128569706,0.038,Cold Spot
E02000394,Hammersmith and Fulham 023,0.0,23,-0.883312271543028,0.034,Cold Spot
E02000395,Hammersmith and Fulham 024,0.0,60,-0.5028779102719115,0.248,Not Significant
E02000396,Hammersmith and Fulham 025,0.0,33,-0.7979804846153887,0.039,Cold Spot
E02000397,Haringey 001,2.94,34,-0.1528262569920713,0.454,Not Significant
E02000398,Haringey 002,0.0,32,0.12782293845091408,0.182,Not Significant
E02000400,Haringey 004,0.0,27,-0.2081834999316758,0.377,Not Significant
E02000401,Haringey 005,0.0,16,-0.2799766326446585,0.379,Not Significant
E02000402,Haringey 006,0.0,10,-0.5928780729866235,0.113,Not Significant
E02000403,Haringey 007,5.26,38,-0.18777529976960966,0.31,Not Significant
E02000404,Haringey 008,0.0,27,-0.5925719499841925,0.162,Not Significant
E02000405,Haringey 009,0.0,28,-0.7771258550747774,0.012,Cold Spot
E02000406,Haringey 010,6.25,16,-0.5166024248809012,0.064,Not Significant
E02000407,Haringey 011,0.0,60,-0.6678782085822168,0.048,Cold Spot
E02000408,Haringey 012,4.76,42,-0.6217046557155421,0.035,Cold Spot
E02000409,Haringey 013,0.0,16,-0.629102628274291,0.031,Cold Spot
E02000410,Haringey 014,0.0,28,-0.8270621698463331,0.029,Cold Spot
E02000411,Haringey 015,0.0,18,-0.4528267993744443,0.237,Not Significant
E02000412,Haringey 016,2.42,165,-0.5758499809763995,0.045,Cold Spot
E02000413,Haringey 017,0.0,12,-0.7826743344938389,0.014,Cold Spot
E02000414,Haringey 018,0.0,19,-0.5295106114834078,0.222,Not Significant
E02000415,Haringey 019,2.86,35,-0.48535236838273715,0.093,Not Significant
E02000416,Haringey 020,2.5,40,-0.8194090947855585,0.005,Cold Spot
E02000417,Haringey 021,3.85,52,-0.8607357001137422,0.001,Cold Spot
E02000418,Haringey 022,0.0,16,-0.7129220217970629,0.028,Cold Spot
E02000419,Haringey 023,0.0,74,-0.5211578267027908,0.13,Not Significant
E02000420,Haringey 024,9.46,74,-0.5257861149538311,0.029,Cold Spot
E02000421,Haringey 025,4.11,73,-0.5942173611222591,0.029,Cold Spot
E02000422,Haringey 026,0.0,18,-0.43522472673466206,0.213,Not Significant
E02000423,Haringey 027,3.03,33,-0.47782684457297553,0.144,Not Significant
E02000424,Haringey 028,0.0,32,-0.6097148381203281,0.075,Not Significant
E02000425,Haringey 029,0.0,18,0.3781058253491822,0.073,Not Significant
E02000426,Haringey 030,0.0,22,-0.4599058938056609,0.147,Not Significant
E02000427,Haringey 031,8.57,35,-0.5080820013132384,0.021,Cold Spot
E02000428,Haringey 032,3.85,52,-0.26666574852109665,0.276,Not Significant
E02000429,Haringey 033,0.0,7,-0.6190898550697773,0.043,Cold Spot
E02000430,Haringey 034,4.26,94,-0.6158372981689479,0.03,Cold Spot
E02000431,Haringey 035,2.44,41,-0.34032659598105447,0.277,Not Significant
E02000432,Haringey 036,0.0,27,-0.2739999454543394,0.428,Not Significant
E02000433,Harrow 001,2.22,45,-0.7464497792061716,0.018,Cold Spot
E02000434,Harrow 002,5.56,36,-0.5280182618465569,0.041,Cold Spot
E02000435,Harrow 003,0.0,4,-0.8769602192425849,0.016,Cold Spot
E02000436,Harrow 004,0.0,11,-0.5984903280311918,0.113,Not Significant
E02000437,Harrow 005,0.0,21,-0.247150407116121,0.381,Not Significant
E02000438,Harrow 006,11.36,44,-0.5445543704600166,0.013,Cold Spot
E02000439,Harrow 007,0.0,42,0.05049043712251315,0.237,Not Significant
E02000440,Harrow 008,0.0,24,-0.38260983569183526,0.234,Not Significant
E02000441,Harrow 009,0.0,13,-0.13762943651424686,0.446,Not Significant
E02000442,Harrow 010,0.0,18,-0.17961201970478316,0.433,Not Significant
E02000443,Harrow 011,14.0,50,0.14610285488179334,0.468,Not Significant
E02000444,Harrow 012,8.33,36,-0.3508222417786883,0.124,Not Significant
E02000445,Harrow 013,11.11,54,0.01962303437738794,0.434,Not Significant
E02000447,Harrow 015,0.0,14,0.00012591457970004727,0.303,Not Significant
E02000448,Harrow 016,4.17,48,-0.2506762881262635,0.311,Not Significant
E02000449,Harrow 017,0.0,9,0.056714938171943514,0.231,Not Significant
E02000451,Harrow 019,2.78,36,-0.11628282357687143,0.472,Not Significant
E02000452,Harrow 020,10.53,95,0.0996158903697727,0.44,Not Significant
E02000453,Harrow 021,4.55,22,-0.35129600356816504,0.229,Not Significant
E02000454,Harrow 022,9.09,11,0.08015521378665949,0.427,Not Significant
E02000455,Harrow 023,5.41,111,-0.09236696401195008,0.445,Not Significant
E02000456,Harrow 024,0.0,10,0.16105915014342195,0.158,Not Significant
E02000457,Harrow 025,11.36,44,0.35041809307573624,0.195,Not Significant
E02000459,Harrow 027,14.58,48,0.693603844729624,0.086,Not Significant
E02000460,Harrow 028,10.0,20,0.9760023144722153,0.017,Hot Spot
E02000461,Harrow 029,11.9,42,0.5095048724343183,0.089,Not Significant
E02000462,Harrow 030,16.39,61,0.5920366057087697,0.119,Not Significant
E02000463,Harrow 031,11.54,26,0.4086543499667749,0.186,Not Significant
E02000464,Havering 001,0.0,7,-0.12297926425504943,0.37,Not Significant
E02000465,Havering 002,4.35,23,-0.39581139017167183,0.255,Not Significant
E02000466,Havering 003,12.5,8,-0.41354101406246696,0.037,Cold Spot
E02000467,Havering 004,10.0,40,-0.5056330172937906,0.038,Cold Spot
E02000468,Havering 005,0.0,38,-0.4714492820223298,0.22,Not Significant
E02000469,Havering 006,0.0,11,-0.22225058075767135,0.433,Not Significant
E02000470,Havering 007,0.0,38,-0.36137255239818517,0.252,Not Significant
E02000471,Havering 008,8.33,12,-0.2403264151869302,0.233,Not Significant
E02000472,Havering 009,0.0,19,-0.2969591706366639,0.399,Not Significant
E02000473,Havering 010,5.0,20,-0.5962454260133644,0.059,Not Significant
E02000474,Havering 011,0.0,18,-0.6217410989301171,0.061,Not Significant
E02000475,Havering 012,2.22,45,-0.4729161214089781,0.106,Not Significant
E02000476,Havering 013,4.57,219,-0.3703649155945955,0.148,Not Significant
E02000477,Havering 014,4.55,22,-0.3733441483861113,0.174,Not Significant
E02000478,Havering 015,0.0,5,-0.43260081528525357,0.217,Not Significant
E02000479,Havering 016,7.5,40,-0.19553041583119465,0.316,Not Significant
E02000480,Havering 017,2.86,35,-0.4809731087646273,0.063,Not Significant
E02000481,Havering 018,4.76,21,-0.6032097243186695,0.072,Not Significant
E02000482,Havering 019,4.17,24,-0.5268429681765091,0.061,Not Significant
E02000483,Havering 020,2.3,87,-0.4437524389452398,0.155,Not Significant
E02000484,Havering 021,5.0,20,-0.40748232963935344,0.115,Not Significant
E02000485,Havering 022,5.19,77,-0.6474700084201507,0.024,Cold Spot
E02000486,Havering 023,5.88,34,-0.5414494085782167,0.068,Not Significant
E02000487,Havering 024,0.0,21,-0.5847147929217971,0.118,Not Significant
E02000488,Havering 025,0.0,12,-0.652572058460667,0.045,Cold Spot
E02000489,Havering 026,0.0,23,-0.45160230736472023,0.105,Not Significant
E02000490,Havering 027,17.65,17,-0.12795376304455316,0.059,Not Significant
E02000491,Havering 028,3.7,27,-0.1579647502471629,0.412,Not Significant
E02000492,Havering 029,0.0,11,-0.26467048252310893,0.389,Not Significant
E02000493,Havering 030,9.76,41,-0.25818359032873794,0.184,Not Significant
E02000494,Hillingdon 001,12.5,8,0.2664091948371736,0.357,Not Significant
E02000495,Hillingdon 002,8.89,90,-0.2901224235823715,0.188,Not Significant
E02000496,Hillingdon 003,18.18,33,0.44513400775646805,0.302,Not Significant
E02000497,Hillingdon 004,0.0,18,-0.5237817381521993,0.126,Not Significant
E02000498,Hillingdon 005,0.0,8,0.0974292974952655,0.204,Not Significant
E02000499,Hillingdon 006,4.35,46,-0.19557414768868486,0.37,Not Significant
E02000500,Hillingdon 007,1.85,108,-0.4297582445483944,0.176,Not Significant
E02000501,Hillingdon 008,11.11,27,-0.3017550976747493,0.122,Not Significant
E02000502,Hillingdon 009,6.25,32,0.21700859531987196,0.217,Not Significant
E02000503,Hillingdon 010,0.0,4,-0.2435917272128607,0.498,Not Significant
E02000504,Hillingdon 011,12.0,25,0.9144715909835852,0.047,Hot Spot
E02000506,Hillingdon 013,5.56,18,0.8739613136618839,0.016,Hot Spot
E02000507,Hillingdon 014,18.75,16,0.447748808402233,0.223,Not Significant
E02000508,Hillingdon 015,7.29,96,0.2979398640875657,0.225,Not Significant
E02000509,Hillingdon 016,9.9,101,0.3571236445575575,0.285,Not Significant
E02000510,Hillingdon 017,9.52,42,0.5811036413362343,0.078,Not Significant
E02000511,Hillingdon 018,6.67,30,0.7892672829893096,0.017,Hot Spot
E02000512,Hillingdon 019,10.34,29,0.8905429762935629,0.024,Hot Spot
E02000513,Hillingdon 020,17.39,23,0.6438588568345881,0.106,Not Significant
E02000514,Hillingdon 021,12.12,66,1.1137576655661623,0.01,Hot Spot
E02000515,Hillingdon 022,8.33,60,0.7974305630541358,0.029,Hot Spot
E02000516,Hillingdon 023,16.67,12,1.089076498495163,0.005,Hot Spot
E02000517,Hillingdon 024,16.67,12,0.8112060981635304,0.069,Not Significant
E02000518,Hillingdon 025,10.0,20,1.1818700336070578,0.002,Hot Spot
E02000519,Hillingdon 026,14.81,27,1.693860755172894,0.001,Hot Spot
E02000520,Hillingdon 027,13.04,161,1.5504421285339736,0.001,Hot Spot
E02000521,Hillingdon 028,20.0,15,1.1144136434285137,0.02,Hot Spot
E02000522,Hillingdon 029,23.26,43,1.06998207621853,0.08,Not Significant
E02000523,Hillingdon 030,16.98,53,0.7904917749990333,0.106,Not Significant
E02000524,Hillingdon 031,4.23,189,0.43671562518961593,0.09,Not Significant
E02000525,Hillingdon 032,6.67,30,0.10202114253173045,0.336,Not Significant
E02000526,Hounslow 001,1.85,54,-0.09127366757469639,0.435,Not Significant
E02000529,Hounslow 004,4.17,24,0.8712402203069418,0.005,Hot Spot
E02000530,Hounslow 005,0.0,33,0.41082272123399427,0.061,Not Significant
E02000531,Hounslow 006,4.0,75,0.001219211016953647,0.379,Not Significant
E02000532,Hounslow 007,0.0,24,-0.4988983112403087,0.257,Not Significant
E02000533,Hounslow 008,10.53,19,-0.15206094948599386,0.268,Not Significant
E02000534,Hounslow 009,0.0,32,0.6061036865347652,0.018,Hot Spot
E02000535,Hounslow 010,0.0,12,-0.5019158094071283,0.153,Not Significant
E02000536,Hounslow 011,6.25,32,-0.42833695917996495,0.125,Not Significant
E02000537,Hounslow 012,5.88,34,-0.38114299630518694,0.173,Not Significant
E02000538,Hounslow 013,0.0,41,-0.329803617772489,0.299,Not Significant
E02000539,Hounslow 014,6.06,33,-0.641092445869505,0.023,Cold Spot
E02000540,Hounslow 015,1.85,108,-0.49236768718844776,0.163,Not Significant
E02000541,Hounslow 016,9.84,61,-0.226142716074294,0.243,Not Significant
E02000542,Hounslow 017,0.0,49,-0.08573429895927882,0.375,Not Significant
E02000543,Hounslow 018,3.95,177,-0.25444208696569254,0.26,Not Significant
E02000544,Hounslow 019,0.0,13,-0.4013325371798021,0.255,Not Significant
E02000545,Hounslow 020,0.0,27,-0.33598985344661547,0.362,Not Significant
E02000546,Hounslow 021,13.64,22,-0.14528251157502164,0.216,Not Significant
E02000547,Hounslow 022,0.0,27,-0.526186990314157,0.128,Not Significant
E02000548,Hounslow 023,0.0,29,-0.6241026192345848,0.15,Not Significant
E02000549,Hounslow 024,2.0,50,-0.252890213411702,0.34,Not Significant
E02000550,Hounslow 025,6.25,48,-0.6923680487766961,0.016,Cold Spot
E02000551,Hounslow 026,7.14,28,-0.5207205081278894,0.051,Not Significant
E02000552,Hounslow 027,0.0,31,-0.552316775164517,0.149,Not Significant
E02000553,Hounslow 028,0.0,18,-0.5221636594250642,0.242,Not Significant
E02000554,Islington 001,3.03,33,-0.37859197128492844,0.281,Not Significant
E02000555,Islington 002,3.45,29,-0.3538470285884234,0.253,Not Significant
E02000556,Islington 003,7.76,116,-0.1989998098587461,0.252,Not Significant
E02000557,Islington 004,6.49,77,-0.06809578310492127,0.474,Not Significant
E02000558,Islington 005,5.71,70,0.10355175754388514,0.308,Not Significant
E02000559,Islington 006,2.5,80,0.1824877603135914,0.188,Not Significant
E02000560,Islington 007,13.16,114,0.3788073572297529,0.255,Not Significant
E02000561,Islington 008,0.0,13,0.18445569390064784,0.151,Not Significant
E02000562,Islington 009,9.52,21,-0.26628309476805806,0.164,Not Significant
E02000563,Islington 010,13.04,23,0.4590917589387386,0.155,Not Significant
E02000564,Islington 011,12.22,90,0.49604517851790836,0.129,Not Significant
E02000565,Islington 012,2.38,42,-0.3260408558676082,0.298,Not Significant
E02000566,Islington 013,8.16,98,0.22447034350412762,0.248,Not Significant
E02000567,Islington 014,5.0,40,-0.1750201746683182,0.338,Not Significant
E02000568,Islington 015,11.11,81,0.48331434889300035,0.102,Not Significant
E02000569,Islington 016,4.55,66,0.041051644547557595,0.361,Not Significant
E02000570,Islington 017,8.06,62,0.25916428377963985,0.244,Not Significant
E02000571,Islington 018,6.38,47,-0.12527518677328203,0.427,Not Significant
E02000572,Islington 019,8.82,34,0.2724296138849828,0.248,Not Significant
E02000573,Islington 020,6.5,200,-0.022128741787505787,0.5,Not Significant
E02000574,Islington 021,5.34,131,0.18824578821645996,0.248,Not Significant
E02000575,Islington 022,4.53,243,0.10836226186780108,0.296,Not Significant
E02000576,Islington 023,6.63,166,-0.2672943939725173,0.246,Not Significant
E02000577,Kensington and Chelsea 001,4.48,67,0.002361098406973694,0.42,Not Significant
E02000578,Kensington and Chelsea 002,0.0,14,-0.6305312022856356,0.144,Not Significant
E02000579,Kensington and Chelsea 003,0.0,27,-0.768388594380393,0.03,Cold Spot
E02000580,Kensington and Chelsea 004,0.84,119,-0.5753610345141834,0.048,Cold Spot
E02000581,Kensington and Chelsea 005,0.0,19,-0.768388594380393,0.03,Cold Spot
E02000582,Kensington and Chelsea 006,2.2,91,-0.3612450011471723,0.273,Not Significant
E02000583,Kensington and Chelsea 007,0.0,77,-0.8119473466013027,0.007,Cold Spot
E02000584,Kensington and Chelsea 008,2.78,108,-0.47329877516201696,0.109,Not Significant
E02000585,Kensington and Chelsea 009,0.0,24,-0.8265519648422813,0.005,Cold Spot
E02000586,Kensington and Chelsea 010,2.11,95,-0.657419005999158,0.059,Not Significant
E02000587,Kensington and Chelsea 011,1.3,77,-0.7870110770282783,0.015,Cold Spot
E02000588,Kensington and Chelsea 012,0.64,157,-0.7211436110052094,0.072,Not Significant
E02000589,Kensington and Chelsea 013,0.0,82,-0.8579295725914583,0.008,Cold Spot
E02000590,Kensington and Chelsea 014,0.0,112,-0.8766540962401539,0.015,Cold Spot
E02000591,Kensington and Chelsea 015,0.0,46,-0.878228443109799,0.002,Cold Spot
E02000592,Kensington and Chelsea 016,0.0,107,-0.8117560197247834,0.005,Cold Spot
E02000593,Kensington and Chelsea 017,0.0,49,-0.8377764749314177,0.006,Cold Spot
E02000594,Kensington and Chelsea 018,1.59,63,-0.4752393763381419,0.149,Not Significant
E02000595,Kensington and Chelsea 019,0.0,88,-0.904358227960159,0.004,Cold Spot
E02000596,Kensington and Chelsea 020,0.0,59,-0.8025723296518535,0.01,Cold Spot
E02000597,Kensington and Chelsea 021,0.0,34,-0.8956337223908754,0.011,Cold Spot
E02000598,Kingston upon Thames 001,0.0,6,-0.5262963199578826,0.17,Not Significant
E02000599,Kingston upon Thames 002,0.0,14,-0.1806324297128866,0.425,Not Significant
E02000600,Kingston upon Thames 003,6.06,33,-0.32130323797284255,0.202,Not Significant
E02000601,Kingston upon Thames 004,0.0,36,-0.3844593288315226,0.301,Not Significant
E02000602,Kingston upon Thames 005,5.88,51,0.006357704272044786,0.438,Not Significant
E02000603,Kingston upon Thames 006,13.64,22,0.21528665343119754,0.421,Not Significant
E02000604,Kingston upon Thames 007,8.79,91,-0.44230382116587885,0.05,Not Significant
E02000605,Kingston upon Thames 008,10.81,37,0.12651098272620973,0.411,Not Significant
E02000606,Kingston upon Thames 009,2.62,229,-0.22640510721923476,0.382,Not Significant
E02000607,Kingston upon Thames 010,9.09,11,-0.11781343858902667,0.327,Not Significant
E02000608,Kingston upon Thames 011,1.19,84,-0.34583681002481226,0.385,Not Significant
E02000609,Kingston upon Thames 012,6.67,15,-0.20282634738913352,0.321,Not Significant
E02000610,Kingston upon Thames 013,0.0,29,-0.22216311704269107,0.469,Not Significant
E02000611,Kingston upon Thames 014,0.0,9,-0.01080704979283554,0.302,Not Significant
E02000612,Kingston upon Thames 015,0.0,8,-0.32246942083924657,0.38,Not Significant
E02000613,Kingston upon Thames 016,13.33,30,-0.14440787442521888,0.206,Not Significant
E02000614,Kingston upon Thames 017,2.82,71,0.13722528781129475,0.231,Not Significant
E02000615,Kingston upon Thames 018,10.0,40,0.3658991706272464,0.233,Not Significant
E02000616,Kingston upon Thames 019,16.67,6,0.18352639192898212,0.367,Not Significant
E02000617,Kingston upon Thames 020,0.0,54,0.4157972200234981,0.073,Not Significant
E02000619,Lambeth 002,13.16,38,-0.27573464246811485,0.103,Not Significant
E02000620,Lambeth 003,6.59,91,-0.12359151025991133,0.432,Not Significant
E02000621,Lambeth 004,5.56,108,-0.05016572153396318,0.484,Not Significant
E02000622,Lambeth 005,1.52,66,0.046919002094151604,0.311,Not Significant
E02000623,Lambeth 006,17.65,17,0.0729394573007858,0.289,Not Significant
E02000624,Lambeth 007,4.35,23,0.49014137775673927,0.073,Not Significant
E02000625,Lambeth 008,4.17,48,0.40114704776430066,0.106,Not Significant
E02000626,Lambeth 009,12.5,24,-0.04469923934769549,0.35,Not Significant
E02000627,Lambeth 010,13.79,29,0.3196235767597612,0.314,Not Significant
E02000628,Lambeth 011,11.65,206,0.2675462231319175,0.289,Not Significant
E02000629,Lambeth 012,10.61,66,0.1711174773661547,0.364,Not Significant
E02000630,Lambeth 013,5.26,57,-0.3309242466206739,0.207,Not Significant
E02000631,Lambeth 014,2.44,41,-0.30402915426423655,0.302,Not Significant
E02000632,Lambeth 015,5.0,40,0.48008305053400624,0.064,Not Significant
E02000633,Lambeth 016,6.52,46,0.2520214137229169,0.239,Not Significant
E02000634,Lambeth 017,6.78,59,-0.23956110768085265,0.28,Not Significant
E02000635,Lambeth 018,1.64,61,0.0202182735487816,0.34,Not Significant
E02000636,Lambeth 019,0.0,34,-0.6678782085822168,0.034,Cold Spot
E02000637,Lambeth 020,14.29,42,0.14181713284775932,0.491,Not Significant
E02000638,Lambeth 021,15.15,33,0.10936809459007411,0.407,Not Significant
E02000639,Lambeth 022,0.0,5,-0.3841404507039903,0.225,Not Significant
E02000640,Lambeth 023,0.0,16,-0.872062251203689,0.014,Cold Spot
E02000641,Lambeth 024,0.0,6,-0.04243064924039443,0.366,Not Significant
E02000642,Lambeth 025,5.71,35,-0.3569447018273082,0.172,Not Significant
E02000643,Lambeth 026,2.38,42,-0.6379218862014696,0.039,Cold Spot
E02000644,Lambeth 027,8.0,25,-0.29287753060425054,0.16,Not Significant
E02000645,Lambeth 028,3.66,82,-0.2874110484179826,0.291,Not Significant
E02000646,Lambeth 029,3.66,82,-0.18848958677528188,0.456,Not Significant
E02000647,Lambeth 030,0.0,9,-0.3752756387585928,0.314,Not Significant
E02000648,Lambeth 031,0.0,9,-0.5015513772613774,0.189,Not Significant
E02000649,Lambeth 032,10.67,75,-0.3900715838760907,0.058,Not Significant
E02000650,Lambeth 033,6.82,44,-0.14309591870051455,0.375,Not Significant
E02000651,Lambeth 034,0.0,32,-0.23509681389540057,0.4,Not Significant
E02000652,Lambeth 035,6.67,15,-0.11207363229344526,0.395,Not Significant
E02000653,Lewisham 001,0.0,23,-0.5380310350510706,0.158,Not Significant
E02000654,Lewisham 002,10.71,56,-0.3161428787890058,0.126,Not Significant
E02000655,Lewisham 003,2.08,48,-0.39026291075261016,0.18,Not Significant
E02000657,Lewisham 005,9.68,62,-0.2877754805637341,0.165,Not Significant
E02000658,Lewisham 006,0.0,27,-0.5056330172937906,0.118,Not Significant
E02000659,Lewisham 007,0.0,14,-0.400326704457529,0.365,Not Significant
E02000660,Lewisham 008,8.33,24,-0.25679874817488335,0.218,Not Significant
E02000661,Lewisham 009,3.57,56,-0.551114149083538,0.062,Not Significant
E02000662,Lewisham 010,0.0,18,-0.2858804334058277,0.382,Not Significant
E02000663,Lewisham 011,4.35,23,0.05855167618652954,0.337,Not Significant
E02000665,Lewisham 013,3.45,29,-0.4217042941272934,0.187,Not Significant
E02000666,Lewisham 014,5.88,34,0.007778989640474835,0.435,Not Significant
E02000667,Lewisham 015,6.25,32,-0.39466342891255574,0.149,Not Significant
E02000668,Lewisham 016,0.0,16,-0.8148172497490932,0.007,Cold Spot
E02000669,Lewisham 017,2.5,40,-0.3767212196034058,0.162,Not Significant
E02000670,Lewisham 018,8.7,23,-0.36420419017067185,0.145,Not Significant
E02000671,Lewisham 019,1.67,60,-0.5446637001037422,0.125,Not Significant
E02000672,Lewisham 020,7.77,103,-0.17303037515251674,0.267,Not Significant
E02000673,Lewisham 021,0.0,43,-0.34587507540011614,0.279,Not Significant
E02000674,Lewisham 022,0.0,13,-0.4273165491718616,0.279,Not Significant
E02000675,Lewisham 023,0.0,24,-0.7231716758963148,0.017,Cold Spot
E02000676,Lewisham 024,0.0,11,-0.0836934789430721,0.377,Not Significant
E02000677,Lewisham 025,0.0,28,-0.1227241617530237,0.408,Not Significant
E02000678,Lewisham 026,0.0,6,-0.6196638356993355,0.047,Cold Spot
E02000679,Lewisham 027,17.65,17,-0.20913102351062887,0.083,Not Significant
E02000680,Lewisham 028,3.33,30,-0.12267314125261852,0.474,Not Significant
E02000681,Lewisham 029,6.67,30,-0.04223932236387519,0.482,Not Significant
E02000682,Lewisham 030,9.09,11,-0.5398805281907578,0.019,Cold Spot
E02000683,Lewisham 031,9.09,11,-0.5788474353752031,0.018,Cold Spot
E02000685,Lewisham 033,0.0,24,0.1119701401107373,0.215,Not Significant
E02000686,Lewisham 034,0.0,8,-0.43199342837566845,0.15,Not Significant
E02000687,Lewisham 035,6.0,50,-0.029174429938695155,0.475,Not Significant
E02000689,Merton 001,2.13,47,-0.7136435974456502,0.003,Cold Spot
E02000690,Merton 002,0.0,25,-0.7675868436597401,0.013,Cold Spot
E02000691,Merton 003,1.19,84,-0.4663472319818132,0.202,Not Significant
E02000692,Merton 004,3.28,61,-0.766930865797388,0.005,Cold Spot
E02000693,Merton 005,3.12,64,-0.5090769010711392,0.067,Not Significant
E02000694,Merton 006,7.5,40,-0.5362453175368899,0.057,Not Significant
E02000695,Merton 007,4.17,24,-0.34319649912884487,0.194,Not Significant
E02000696,Merton 008,0.0,21,-0.26663841611016526,0.411,Not Significant
E02000697,Merton 009,1.54,65,-0.6146893369098317,0.037,Cold Spot
E02000698,Merton 010,0.0,11,-0.6809977658292593,0.042,Cold Spot
E02000699,Merton 011,0.0,20,-0.8219601198058166,0.013,Cold Spot
E02000700,Merton 012,0.0,16,-0.4998506939145385,0.095,Not Significant
E02000701,Merton 013,8.33,36,-0.18216304472504155,0.305,Not Significant
E02000702,Merton 014,7.14,14,-0.2745101504583908,0.239,Not Significant
E02000703,Merton 015,0.0,21,-0.8292487627208401,0.006,Cold Spot
E02000704,Merton 016,0.0,57,-0.7527180121130919,0.018,Cold Spot
E02000705,Merton 017,4.35,23,-0.06665263180774669,0.451,Not Significant
E02000706,Merton 018,10.26,39,-0.3758368642630495,0.101,Not Significant
E02000707,Merton 019,0.0,12,-0.15110431510339686,0.495,Not Significant
E02000708,Merton 020,0.0,29,-0.6188985281932577,0.069,Not Significant
E02000709,Merton 021,0.0,5,-0.8629222929882493,0.004,Cold Spot
E02000710,Merton 022,0.0,33,-0.30879592673066203,0.251,Not Significant
E02000711,Merton 023,3.75,80,-0.8292487627208401,0.002,Cold Spot
E02000712,Merton 024,0.0,20,-0.30741837321972265,0.318,Not Significant
E02000713,Merton 025,0.0,20,-0.5808518121768343,0.086,Not Significant
E02000714,Newham 001,14.29,42,1.2300844064899392,0.007,Hot Spot
E02000715,Newham 002,17.65,17,1.9752388149073807,0.001,Hot Spot
E02000716,Newham 003,17.86,28,1.7028257859583726,0.001,Hot Spot
E02000717,Newham 004,24.66,73,2.8362097592445483,0.001,Hot Spot
E02000718,Newham 005,25.0,12,2.926880477107443,0.001,Hot Spot
E02000719,Newham 006,22.73,22,1.0492531757682027,0.031,Hot Spot
E02000720,Newham 007,25.0,36,1.8283362169550799,0.001,Hot Spot
E02000721,Newham 008,14.15,106,2.0026623338751572,0.001,Hot Spot
E02000722,Newham 009,14.29,14,1.37064588510617,0.004,Hot Spot
E02000723,Newham 010,34.48,58,3.419118976373564,0.001,Hot Spot
E02000724,Newham 011,28.57,21,3.137804692264582,0.001,Hot Spot
E02000725,Newham 012,12.1,157,0.9770227244803182,0.02,Hot Spot
E02000727,Newham 014,26.96,115,2.8746209074067233,0.001,Hot Spot
E02000728,Newham 015,37.5,8,2.4650356187969695,0.001,Hot Spot
E02000729,Newham 016,12.5,8,2.1604796745927075,0.001,Hot Spot
E02000730,Newham 017,24.14,58,2.719883018320772,0.001,Hot Spot
E02000731,Newham 018,20.86,139,2.5705630204683194,0.001,Hot Spot
E02000732,Newham 019,35.0,20,2.8402913992769623,0.001,Hot Spot
E02000733,Newham 020,15.0,20,1.0577808879787804,0.013,Hot Spot
E02000734,Newham 021,31.03,29,1.8469222563883896,0.004,Hot Spot
E02000735,Newham 022,30.91,55,2.4798315639144675,0.001,Hot Spot
E02000736,Newham 023,0.0,19,1.2624186486217128,0.001,Hot Spot
E02000737,Newham 024,16.67,30,1.1146760345734545,0.044,Hot Spot
E02000738,Newham 025,6.67,30,2.3773896877438108,0.001,Hot Spot
E02000739,Newham 026,20.0,30,1.8482342121130948,0.001,Hot Spot
E02000740,Newham 027,0.0,25,0.9202199006959004,0.004,Hot Spot
E02000741,Newham 028,18.75,32,1.946922437182514,0.002,Hot Spot
E02000742,Newham 029,23.08,13,0.9788722176200058,0.034,Hot Spot
E02000743,Newham 030,13.1,84,0.8728388626529702,0.062,Not Significant
E02000744,Newham 031,13.95,43,1.4156714767137284,0.002,Hot Spot
E02000745,Newham 032,20.0,5,1.1119719480519812,0.028,Hot Spot
E02000746,Newham 033,1.43,70,0.9076348439292935,0.011,Hot Spot
E02000747,Newham 034,12.33,73,0.006467033915770474,0.41,Not Significant
E02000748,Newham 035,20.0,10,0.6380425197883987,0.269,Not Significant
E02000749,Newham 036,2.17,46,0.7719931992807035,0.016,Hot Spot
E02000751,Redbridge 001,2.17,46,-0.13303759147778188,0.494,Not Significant
E02000752,Redbridge 002,6.06,33,-0.08165265892686548,0.468,Not Significant
E02000753,Redbridge 003,0.0,2,-0.06889753382557412,0.235,Not Significant
E02000754,Redbridge 004,9.52,21,-0.131014993068863,0.311,Not Significant
E02000755,Redbridge 005,4.17,24,-0.02012193543823586,0.408,Not Significant
E02000756,Redbridge 006,11.11,54,0.007888319284200111,0.438,Not Significant
E02000757,Redbridge 007,4.11,73,-0.054101588708075854,0.466,Not Significant
E02000758,Redbridge 008,0.0,4,-0.004101498311013981,0.302,Not Significant
E02000759,Redbridge 009,5.41,37,-0.23845566350540745,0.251,Not Significant
E02000760,Redbridge 010,4.65,43,0.17293963809491017,0.256,Not Significant
